reading_id,device_id,temperature,humidity,co2,temp_flag,humidity_flag,co2_flag,measured_at,received_at,raw_payload
16514,1,24.34,73.52,777,ok,ok,ok,2026-09-03T14:26:30.118815+00:00,2026-09-03T14:26:30.214624+00:00,"{""co2_ppm"": 777, ""humidity_rh"": 73.51797, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.3431, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2667913, ""wifi_rssi"": -77}"
16517,1,24.34,73.57,778,ok,ok,ok,2026-09-03T14:26:35.122370+00:00,2026-09-03T14:26:35.209445+00:00,"{""co2_ppm"": 778, ""humidity_rh"": 73.56527, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.34043, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2672915, ""wifi_rssi"": -64}"
16520,1,24.32,73.52,778,ok,ok,ok,2026-09-03T14:26:40.165040+00:00,2026-09-03T14:26:40.370499+00:00,"{""co2_ppm"": 778, ""humidity_rh"": 73.52407, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.31907, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2677955, ""wifi_rssi"": -71}"
16523,1,24.32,73.54,777,ok,ok,ok,2026-09-03T14:26:45.198276+00:00,2026-09-03T14:26:45.304686+00:00,"{""co2_ppm"": 777, ""humidity_rh"": 73.54086, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.31907, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2682995, ""wifi_rssi"": -70}"
16526,1,24.32,73.57,777,ok,ok,ok,2026-09-03T14:26:50.238151+00:00,2026-09-03T14:26:50.334716+00:00,"{""co2_ppm"": 777, ""humidity_rh"": 73.57442, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.32441, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2688035, ""wifi_rssi"": -66}"
16529,1,24.32,73.59,777,ok,ok,ok,2026-09-03T14:26:55.278142+00:00,2026-09-03T14:26:55.379651+00:00,"{""co2_ppm"": 777, ""humidity_rh"": 73.58511, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.32174, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2693075, ""wifi_rssi"": -58}"
16532,1,24.31,73.57,777,ok,ok,ok,2026-09-03T14:27:00.319547+00:00,2026-09-03T14:27:00.419729+00:00,"{""co2_ppm"": 777, ""humidity_rh"": 73.57442, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30838, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2698115, ""wifi_rssi"": -57}"
16535,1,24.34,73.60,777,ok,ok,ok,2026-09-03T14:27:05.321867+00:00,2026-09-03T14:27:05.409523+00:00,"{""co2_ppm"": 777, ""humidity_rh"": 73.59884, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.3431, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2703117, ""wifi_rssi"": -62}"
16538,1,24.31,73.48,775,ok,ok,ok,2026-09-03T14:27:10.609055+00:00,2026-09-03T14:27:10.799857+00:00,"{""co2_ppm"": 775, ""humidity_rh"": 73.47677, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30571, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2708157, ""wifi_rssi"": -58}"
16541,1,24.31,72.92,775,ok,ok,ok,2026-09-03T14:27:15.408934+00:00,2026-09-03T14:27:15.499561+00:00,"{""co2_ppm"": 775, ""humidity_rh"": 72.91676, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30571, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2713197, ""wifi_rssi"": -61}"
16544,1,24.27,72.21,775,ok,ok,ok,2026-09-03T14:27:20.494118+00:00,2026-09-03T14:27:20.630016+00:00,"{""co2_ppm"": 775, ""humidity_rh"": 72.21332, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26833, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2718237, ""wifi_rssi"": -53}"
16547,1,24.28,71.72,774,ok,ok,ok,2026-09-03T14:27:25.528912+00:00,2026-09-03T14:27:25.622111+00:00,"{""co2_ppm"": 774, ""humidity_rh"": 71.71893, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28168, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2723277, ""wifi_rssi"": -54}"
16550,1,24.28,71.22,771,ok,ok,ok,2026-09-03T14:27:30.673995+00:00,2026-09-03T14:27:30.834554+00:00,"{""co2_ppm"": 771, ""humidity_rh"": 71.21996, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28435, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2728317, ""wifi_rssi"": -55}"
16553,1,24.27,70.90,768,ok,ok,ok,2026-09-03T14:27:35.698915+00:00,2026-09-03T14:27:35.800185+00:00,"{""co2_ppm"": 768, ""humidity_rh"": 70.90105, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26833, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2733319, ""wifi_rssi"": -57}"
16556,1,24.28,70.53,765,ok,ok,ok,2026-09-03T14:27:40.918974+00:00,2026-09-03T14:27:41.154582+00:00,"{""co2_ppm"": 765, ""humidity_rh"": 70.53483, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.27901, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2738359, ""wifi_rssi"": -56}"
16559,1,24.28,70.20,762,ok,ok,ok,2026-09-03T14:27:45.804462+00:00,2026-09-03T14:27:45.909588+00:00,"{""co2_ppm"": 762, ""humidity_rh"": 70.19913, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28435, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2743399, ""wifi_rssi"": -56}"
16562,1,24.25,69.94,760,ok,ok,ok,2026-09-03T14:27:50.858309+00:00,2026-09-03T14:27:50.949578+00:00,"{""co2_ppm"": 760, ""humidity_rh"": 69.93973, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25231, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2748439, ""wifi_rssi"": -59}"
16565,1,24.27,69.71,758,ok,ok,ok,2026-09-03T14:27:55.913801+00:00,2026-09-03T14:27:56.004668+00:00,"{""co2_ppm"": 758, ""humidity_rh"": 69.70626, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.271, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2753479, ""wifi_rssi"": -60}"
16568,1,24.24,69.48,755,ok,ok,ok,2026-09-03T14:28:00.711292+00:00,2026-09-03T14:28:00.819687+00:00,"{""co2_ppm"": 755, ""humidity_rh"": 69.48043, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.2443, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2758508, ""wifi_rssi"": -63}"
16571,1,24.25,69.30,752,ok,ok,ok,2026-09-03T14:28:05.712386+00:00,2026-09-03T14:28:05.800122+00:00,"{""co2_ppm"": 752, ""humidity_rh"": 69.29733, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25231, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2763510, ""wifi_rssi"": -60}"
16574,1,24.22,69.06,751,ok,ok,ok,2026-09-03T14:28:10.752576+00:00,2026-09-03T14:28:10.849696+00:00,"{""co2_ppm"": 751, ""humidity_rh"": 69.06386, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.21759, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2768550, ""wifi_rssi"": -60}"
16577,1,24.22,68.91,747,ok,ok,ok,2026-09-03T14:28:15.791181+00:00,2026-09-03T14:28:15.899684+00:00,"{""co2_ppm"": 747, ""humidity_rh"": 68.90822, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.22293, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2773590, ""wifi_rssi"": -57}"
16580,1,24.26,68.77,745,ok,ok,ok,2026-09-03T14:28:20.831206+00:00,2026-09-03T14:28:20.934524+00:00,"{""co2_ppm"": 745, ""humidity_rh"": 68.76936, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26032, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2778630, ""wifi_rssi"": -59}"
16583,1,24.25,68.48,739,ok,ok,ok,2026-09-03T14:28:25.871613+00:00,2026-09-03T14:28:25.974440+00:00,"{""co2_ppm"": 739, ""humidity_rh"": 68.48096, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25498, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2783670, ""wifi_rssi"": -62}"
16586,1,24.24,68.31,736,ok,ok,ok,2026-09-03T14:28:30.912107+00:00,2026-09-03T14:28:31.004690+00:00,"{""co2_ppm"": 736, ""humidity_rh"": 68.31312, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.24163, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2788710, ""wifi_rssi"": -64}"
16589,1,24.25,68.25,732,ok,ok,ok,2026-09-03T14:28:35.914875+00:00,2026-09-03T14:28:35.994521+00:00,"{""co2_ppm"": 732, ""humidity_rh"": 68.24597, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25498, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2793712, ""wifi_rssi"": -64}"
16592,1,24.24,68.15,729,ok,ok,ok,2026-09-03T14:28:40.955564+00:00,2026-09-03T14:28:41.150593+00:00,"{""co2_ppm"": 729, ""humidity_rh"": 68.14984, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.24163, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2798752, ""wifi_rssi"": -61}"
16595,1,24.25,68.02,726,ok,ok,ok,2026-09-03T14:28:46.005625+00:00,2026-09-03T14:28:46.189623+00:00,"{""co2_ppm"": 726, ""humidity_rh"": 68.02014, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25231, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2803792, ""wifi_rssi"": -69}"
16598,1,24.27,67.98,723,ok,ok,ok,2026-09-03T14:28:51.034749+00:00,2026-09-03T14:28:51.129539+00:00,"{""co2_ppm"": 723, ""humidity_rh"": 67.97894, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26833, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2808832, ""wifi_rssi"": -58}"
16601,1,24.25,67.86,722,ok,ok,ok,2026-09-03T14:28:56.072793+00:00,2026-09-03T14:28:56.164726+00:00,"{""co2_ppm"": 722, ""humidity_rh"": 67.85687, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25231, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2813872, ""wifi_rssi"": -62}"
16604,1,24.27,67.80,720,ok,ok,ok,2026-09-03T14:29:01.112819+00:00,2026-09-03T14:29:01.229691+00:00,"{""co2_ppm"": 720, ""humidity_rh"": 67.79889, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26566, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2818912, ""wifi_rssi"": -64}"
16607,1,24.24,67.67,718,ok,ok,ok,2026-09-03T14:29:06.117296+00:00,2026-09-03T14:29:06.214834+00:00,"{""co2_ppm"": 718, ""humidity_rh"": 67.66918, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.24163, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2823914, ""wifi_rssi"": -67}"
16610,1,24.24,67.61,714,ok,ok,ok,2026-09-03T14:29:11.157731+00:00,2026-09-03T14:29:11.264634+00:00,"{""co2_ppm"": 714, ""humidity_rh"": 67.61425, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.24163, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2828954, ""wifi_rssi"": -64}"
16613,1,24.26,67.57,711,ok,ok,ok,2026-09-03T14:29:16.198286+00:00,2026-09-03T14:29:16.389509+00:00,"{""co2_ppm"": 711, ""humidity_rh"": 67.57458, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25765, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2833994, ""wifi_rssi"": -63}"
16616,1,24.26,67.51,708,ok,ok,ok,2026-09-03T14:29:21.234701+00:00,2026-09-03T14:29:21.399971+00:00,"{""co2_ppm"": 708, ""humidity_rh"": 67.51049, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26299, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2839034, ""wifi_rssi"": -59}"
16619,1,24.25,67.43,705,ok,ok,ok,2026-09-03T14:29:26.277651+00:00,2026-09-03T14:29:26.489535+00:00,"{""co2_ppm"": 705, ""humidity_rh"": 67.43114, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25231, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2844074, ""wifi_rssi"": -58}"
16622,1,24.25,67.41,703,ok,ok,ok,2026-09-03T14:29:31.315283+00:00,2026-09-03T14:29:31.489499+00:00,"{""co2_ppm"": 703, ""humidity_rh"": 67.41283, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25498, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2849114, ""wifi_rssi"": -60}"
16625,1,24.27,67.34,700,ok,ok,ok,2026-09-03T14:29:36.317248+00:00,2026-09-03T14:29:36.514641+00:00,"{""co2_ppm"": 700, ""humidity_rh"": 67.33807, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26566, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2854116, ""wifi_rssi"": -55}"
16628,1,24.25,67.30,699,ok,ok,ok,2026-09-03T14:29:41.357464+00:00,2026-09-03T14:29:41.544727+00:00,"{""co2_ppm"": 699, ""humidity_rh"": 67.29687, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.24697, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2859156, ""wifi_rssi"": -64}"
16631,1,24.25,67.27,695,ok,ok,ok,2026-09-03T14:29:46.413640+00:00,2026-09-03T14:29:46.634637+00:00,"{""co2_ppm"": 695, ""humidity_rh"": 67.26788, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.25498, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2864196, ""wifi_rssi"": -57}"
16634,1,24.27,67.19,692,ok,ok,ok,2026-09-03T14:29:51.508616+00:00,2026-09-03T14:29:51.729537+00:00,"{""co2_ppm"": 692, ""humidity_rh"": 67.19157, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.271, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2869236, ""wifi_rssi"": -55}"
16637,1,24.28,67.19,689,ok,ok,ok,2026-09-03T14:29:56.553569+00:00,2026-09-03T14:29:56.680094+00:00,"{""co2_ppm"": 689, ""humidity_rh"": 67.18852, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28168, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2874265, ""wifi_rssi"": -63}"
16640,1,24.30,67.17,686,ok,ok,ok,2026-09-03T14:30:01.664394+00:00,2026-09-03T14:30:01.771750+00:00,"{""co2_ppm"": 686, ""humidity_rh"": 67.16716, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.2977, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2879305, ""wifi_rssi"": -64}"
16643,1,24.27,67.20,685,ok,ok,ok,2026-09-03T14:30:06.708577+00:00,2026-09-03T14:30:06.904618+00:00,"{""co2_ppm"": 685, ""humidity_rh"": 67.20073, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26833, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2884307, ""wifi_rssi"": -62}"
16646,1,24.29,67.10,681,ok,ok,ok,2026-09-03T14:30:11.703669+00:00,2026-09-03T14:30:11.889572+00:00,"{""co2_ppm"": 681, ""humidity_rh"": 67.09697, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28702, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2889347, ""wifi_rssi"": -58}"
16649,1,24.30,67.08,679,ok,ok,ok,2026-09-03T14:30:16.783564+00:00,2026-09-03T14:30:16.869596+00:00,"{""co2_ppm"": 679, ""humidity_rh"": 67.08476, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30037, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2894387, ""wifi_rssi"": -58}"
16652,1,24.27,67.06,676,ok,ok,ok,2026-09-03T14:30:21.834430+00:00,2026-09-03T14:30:22.024501+00:00,"{""co2_ppm"": 676, ""humidity_rh"": 67.05577, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.26833, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2899427, ""wifi_rssi"": -60}"
16655,1,24.28,67.07,674,ok,ok,ok,2026-09-03T14:30:26.898762+00:00,2026-09-03T14:30:27.089502+00:00,"{""co2_ppm"": 674, ""humidity_rh"": 67.07256, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.27901, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2904467, ""wifi_rssi"": -63}"
16658,1,24.29,67.09,672,ok,ok,ok,2026-09-03T14:30:31.764583+00:00,2026-09-03T14:30:31.881785+00:00,"{""co2_ppm"": 672, ""humidity_rh"": 67.08781, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28969, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2909507, ""wifi_rssi"": -65}"
16661,1,24.29,67.06,672,ok,ok,ok,2026-09-03T14:30:36.813471+00:00,2026-09-03T14:30:36.994667+00:00,"{""co2_ppm"": 672, ""humidity_rh"": 67.06035, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28702, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2914509, ""wifi_rssi"": -66}"
16664,1,24.29,67.06,669,ok,ok,ok,2026-09-03T14:30:42.038611+00:00,2026-09-03T14:30:42.209784+00:00,"{""co2_ppm"": 669, ""humidity_rh"": 67.06035, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28969, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2919549, ""wifi_rssi"": -65}"
16667,1,24.29,67.12,666,ok,ok,ok,2026-09-03T14:30:47.134173+00:00,2026-09-03T14:30:47.324456+00:00,"{""co2_ppm"": 666, ""humidity_rh"": 67.11528, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28969, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2924589, ""wifi_rssi"": -58}"
16670,1,24.30,67.17,664,ok,ok,ok,2026-09-03T14:30:52.123487+00:00,2026-09-03T14:30:52.214501+00:00,"{""co2_ppm"": 664, ""humidity_rh"": 67.16716, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.29503, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2929629, ""wifi_rssi"": -62}"
16673,1,24.29,67.13,661,ok,ok,ok,2026-09-03T14:30:57.228446+00:00,2026-09-03T14:30:57.431236+00:00,"{""co2_ppm"": 661, ""humidity_rh"": 67.13359, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28969, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2934669, ""wifi_rssi"": -60}"
16676,1,24.31,67.16,659,ok,ok,ok,2026-09-03T14:31:02.344305+00:00,2026-09-03T14:31:02.560666+00:00,"{""co2_ppm"": 659, ""humidity_rh"": 67.15648, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30571, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2939709, ""wifi_rssi"": -60}"
16679,1,24.31,67.14,657,ok,ok,ok,2026-09-03T14:31:06.912077+00:00,2026-09-03T14:31:07.084440+00:00,"{""co2_ppm"": 657, ""humidity_rh"": 67.13817, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30838, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2944711, ""wifi_rssi"": -57}"
16682,1,24.32,67.18,656,ok,ok,ok,2026-09-03T14:31:11.951848+00:00,2026-09-03T14:31:12.124538+00:00,"{""co2_ppm"": 656, ""humidity_rh"": 67.17937, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.32441, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2949751, ""wifi_rssi"": -59}"
16685,1,24.29,67.23,656,ok,ok,ok,2026-09-03T14:31:16.990798+00:00,2026-09-03T14:31:17.179941+00:00,"{""co2_ppm"": 656, ""humidity_rh"": 67.23277, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.28969, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2954791, ""wifi_rssi"": -56}"
16688,1,24.30,67.23,654,ok,ok,ok,2026-09-03T14:31:22.034108+00:00,2026-09-03T14:31:22.204736+00:00,"{""co2_ppm"": 654, ""humidity_rh"": 67.22972, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30304, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2959831, ""wifi_rssi"": -56}"
16691,1,24.29,67.28,653,ok,ok,ok,2026-09-03T14:31:27.070432+00:00,2026-09-03T14:31:27.264873+00:00,"{""co2_ppm"": 653, ""humidity_rh"": 67.27703, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.29236, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2964871, ""wifi_rssi"": -58}"
16694,1,24.30,67.30,650,ok,ok,ok,2026-09-03T14:31:32.110680+00:00,2026-09-03T14:31:32.209491+00:00,"{""co2_ppm"": 650, ""humidity_rh"": 67.30145, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30304, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2969911, ""wifi_rssi"": -57}"
16697,1,24.31,67.28,649,ok,ok,ok,2026-09-03T14:31:37.112877+00:00,2026-09-03T14:31:37.314617+00:00,"{""co2_ppm"": 649, ""humidity_rh"": 67.28313, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30571, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2974913, ""wifi_rssi"": -59}"
16700,1,24.30,67.33,648,ok,ok,ok,2026-09-03T14:31:42.152542+00:00,2026-09-03T14:31:42.265308+00:00,"{""co2_ppm"": 648, ""humidity_rh"": 67.32891, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30037, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2979953, ""wifi_rssi"": -57}"
16703,1,24.30,67.37,646,ok,ok,ok,2026-09-03T14:31:47.192322+00:00,2026-09-03T14:31:47.384581+00:00,"{""co2_ppm"": 646, ""humidity_rh"": 67.36553, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.2977, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2984993, ""wifi_rssi"": -57}"
16706,1,24.31,67.41,644,ok,ok,ok,2026-09-03T14:31:52.232238+00:00,2026-09-03T14:31:52.344614+00:00,"{""co2_ppm"": 644, ""humidity_rh"": 67.40978, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30571, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2990033, ""wifi_rssi"": -57}"
16709,1,24.30,67.42,644,ok,ok,ok,2026-09-03T14:31:57.272273+00:00,2026-09-03T14:31:57.424485+00:00,"{""co2_ppm"": 644, ""humidity_rh"": 67.41894, ""node"": ""env_01"", ""sensor"": ""scd41_main"", ""temp_c"": 24.30037, ""type"": ""co2_temperature_humidity"", ""uptime_ms"": 2995073, ""wifi_rssi"": -58}"
