door_reading_id,device_id,door_state,flag,measured_at,received_at,raw_payload
26720,3,closed,ok,2026-09-03T14:16:50.777462+00:00,2026-09-03T14:16:50.939746+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26721,3,closed,ok,2026-09-03T14:16:51.784780+00:00,2026-09-03T14:16:51.969568+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26722,3,closed,ok,2026-09-03T14:16:52.795386+00:00,2026-09-03T14:16:52.979779+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26723,3,closed,ok,2026-09-03T14:16:53.807298+00:00,2026-09-03T14:16:53.984745+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26724,3,closed,ok,2026-09-03T14:16:54.819411+00:00,2026-09-03T14:16:54.989900+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26725,3,closed,ok,2026-09-03T14:16:55.831827+00:00,2026-09-03T14:16:56.030862+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26726,3,closed,ok,2026-09-03T14:16:56.844862+00:00,2026-09-03T14:16:57.000175+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26727,3,closed,ok,2026-09-03T14:16:57.860541+00:00,2026-09-03T14:16:58.171843+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26728,3,closed,ok,2026-09-03T14:16:58.868908+00:00,2026-09-03T14:16:59.229988+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26729,3,closed,ok,2026-09-03T14:16:59.882261+00:00,2026-09-03T14:17:00.116442+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26730,3,closed,ok,2026-09-03T14:17:00.895481+00:00,2026-09-03T14:17:01.064920+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26731,3,closed,ok,2026-09-03T14:17:01.907277+00:00,2026-09-03T14:17:02.104960+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26732,3,closed,ok,2026-09-03T14:17:02.915453+00:00,2026-09-03T14:17:03.105640+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26733,3,closed,ok,2026-09-03T14:17:03.927434+00:00,2026-09-03T14:17:04.120144+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26734,3,closed,ok,2026-09-03T14:17:04.940916+00:00,2026-09-03T14:17:05.160431+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26735,3,closed,ok,2026-09-03T14:17:05.952754+00:00,2026-09-03T14:17:06.140037+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26736,3,closed,ok,2026-09-03T14:17:06.971139+00:00,2026-09-03T14:17:07.279836+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26737,3,closed,ok,2026-09-03T14:17:07.975614+00:00,2026-09-03T14:17:08.300329+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26738,3,closed,ok,2026-09-03T14:17:08.988037+00:00,2026-09-03T14:17:09.334690+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26739,3,closed,ok,2026-09-03T14:17:09.999375+00:00,2026-09-03T14:17:10.357105+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26740,3,closed,ok,2026-09-03T14:17:11.011310+00:00,2026-09-03T14:17:11.185067+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26741,3,closed,ok,2026-09-03T14:17:12.023251+00:00,2026-09-03T14:17:12.214747+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26742,3,closed,ok,2026-09-03T14:17:13.035297+00:00,2026-09-03T14:17:13.359765+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26743,3,closed,ok,2026-09-03T14:17:14.050756+00:00,2026-09-03T14:17:14.425266+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26744,3,closed,ok,2026-09-03T14:17:15.062084+00:00,2026-09-03T14:17:15.271407+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26745,3,closed,ok,2026-09-03T14:17:16.074306+00:00,2026-09-03T14:17:16.341097+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26746,3,closed,ok,2026-09-03T14:17:17.083225+00:00,2026-09-03T14:17:17.261924+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26747,3,closed,ok,2026-09-03T14:17:18.098456+00:00,2026-09-03T14:17:18.489722+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26748,3,closed,ok,2026-09-03T14:17:19.108987+00:00,2026-09-03T14:17:19.434485+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26749,3,closed,ok,2026-09-03T14:17:20.119216+00:00,2026-09-03T14:17:20.475228+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26750,3,closed,ok,2026-09-03T14:17:21.131356+00:00,2026-09-03T14:17:21.340388+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26751,3,closed,ok,2026-09-03T14:17:22.146362+00:00,2026-09-03T14:17:22.329686+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26752,3,closed,ok,2026-09-03T14:17:23.161895+00:00,2026-09-03T14:17:23.334691+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26753,3,closed,ok,2026-09-03T14:17:24.167535+00:00,2026-09-03T14:17:24.354650+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26754,3,closed,ok,2026-09-03T14:17:25.180995+00:00,2026-09-03T14:17:25.377665+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26755,3,closed,ok,2026-09-03T14:17:26.191310+00:00,2026-09-03T14:17:26.381207+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26756,3,closed,ok,2026-09-03T14:17:27.204929+00:00,2026-09-03T14:17:27.375266+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26757,3,closed,ok,2026-09-03T14:17:28.216853+00:00,2026-09-03T14:17:28.584785+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26758,3,closed,ok,2026-09-03T14:17:29.227329+00:00,2026-09-03T14:17:29.599707+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26759,3,closed,ok,2026-09-03T14:17:30.239398+00:00,2026-09-03T14:17:30.584723+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26760,3,closed,ok,2026-09-03T14:17:31.254428+00:00,2026-09-03T14:17:31.409619+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26761,3,closed,ok,2026-09-03T14:17:32.264730+00:00,2026-09-03T14:17:32.469619+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26762,3,closed,ok,2026-09-03T14:17:33.275334+00:00,2026-09-03T14:17:33.454705+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26763,3,closed,ok,2026-09-03T14:17:34.287380+00:00,2026-09-03T14:17:34.454531+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26764,3,closed,ok,2026-09-03T14:17:35.299211+00:00,2026-09-03T14:17:35.469663+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26765,3,closed,ok,2026-09-03T14:17:36.312830+00:00,2026-09-03T14:17:36.474633+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26766,3,closed,ok,2026-09-03T14:17:37.323253+00:00,2026-09-03T14:17:37.520165+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26767,3,closed,ok,2026-09-03T14:17:38.335374+00:00,2026-09-03T14:17:38.594646+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26768,3,closed,ok,2026-09-03T14:17:39.350714+00:00,2026-09-03T14:17:39.666496+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26769,3,closed,ok,2026-09-03T14:17:40.362962+00:00,2026-09-03T14:17:40.545266+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26770,3,closed,ok,2026-09-03T14:17:41.374353+00:00,2026-09-03T14:17:41.544535+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26771,3,closed,ok,2026-09-03T14:17:42.384994+00:00,2026-09-03T14:17:42.559696+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26772,3,closed,ok,2026-09-03T14:17:43.395243+00:00,2026-09-03T14:17:43.575514+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26773,3,closed,ok,2026-09-03T14:17:44.408808+00:00,2026-09-03T14:17:44.724390+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26774,3,closed,ok,2026-09-03T14:17:45.423658+00:00,2026-09-03T14:17:45.684689+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26775,3,closed,ok,2026-09-03T14:17:46.431391+00:00,2026-09-03T14:17:46.604538+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26776,3,closed,ok,2026-09-03T14:17:47.443260+00:00,2026-09-03T14:17:47.655650+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26777,3,closed,ok,2026-09-03T14:17:48.455293+00:00,2026-09-03T14:17:48.754590+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26778,3,closed,ok,2026-09-03T14:17:49.469254+00:00,2026-09-03T14:17:49.804371+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26779,3,closed,ok,2026-09-03T14:17:50.479219+00:00,2026-09-03T14:17:50.669721+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26780,3,closed,ok,2026-09-03T14:17:51.491225+00:00,2026-09-03T14:17:51.669503+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26781,3,closed,ok,2026-09-03T14:17:52.503194+00:00,2026-09-03T14:17:52.664621+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26782,3,closed,ok,2026-09-03T14:17:53.516692+00:00,2026-09-03T14:17:53.704551+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26783,3,closed,ok,2026-09-03T14:17:54.530281+00:00,2026-09-03T14:17:54.720052+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26784,3,closed,ok,2026-09-03T14:17:55.548375+00:00,2026-09-03T14:17:55.739889+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26785,3,closed,ok,2026-09-03T14:17:56.553163+00:00,2026-09-03T14:17:56.724328+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26786,3,closed,ok,2026-09-03T14:17:57.565209+00:00,2026-09-03T14:17:57.754625+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26787,3,closed,ok,2026-09-03T14:17:58.575258+00:00,2026-09-03T14:17:58.969628+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26788,3,closed,ok,2026-09-03T14:17:59.588045+00:00,2026-09-03T14:17:59.939821+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26789,3,closed,ok,2026-09-03T14:18:00.601377+00:00,2026-09-03T14:18:00.809782+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26790,3,closed,ok,2026-09-03T14:18:01.613281+00:00,2026-09-03T14:18:01.825120+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26791,3,closed,ok,2026-09-03T14:18:02.625627+00:00,2026-09-03T14:18:02.834676+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26792,3,closed,ok,2026-09-03T14:18:03.635192+00:00,2026-09-03T14:18:03.942359+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26793,3,closed,ok,2026-09-03T14:18:04.647240+00:00,2026-09-03T14:18:04.841042+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26794,3,closed,ok,2026-09-03T14:18:05.659286+00:00,2026-09-03T14:18:05.860077+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26795,3,closed,ok,2026-09-03T14:18:07.307745+00:00,2026-09-03T14:18:07.640142+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26796,3,closed,ok,2026-09-03T14:18:08.351727+00:00,2026-09-03T14:18:08.744561+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26797,3,closed,ok,2026-09-03T14:18:08.847466+00:00,2026-09-03T14:18:09.169493+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26798,3,closed,ok,2026-09-03T14:18:09.706780+00:00,2026-09-03T14:18:10.084568+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26799,3,closed,ok,2026-09-03T14:18:10.719127+00:00,2026-09-03T14:18:11.020021+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26800,3,closed,ok,2026-09-03T14:18:12.277558+00:00,2026-09-03T14:18:12.634885+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26801,3,closed,ok,2026-09-03T14:18:13.437064+00:00,2026-09-03T14:18:13.782438+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26802,3,closed,ok,2026-09-03T14:18:13.912200+00:00,2026-09-03T14:18:14.234752+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26803,3,closed,ok,2026-09-03T14:18:14.767124+00:00,2026-09-03T14:18:14.966276+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26804,3,closed,ok,2026-09-03T14:18:15.779177+00:00,2026-09-03T14:18:16.154940+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26805,3,closed,ok,2026-09-03T14:18:17.273551+00:00,2026-09-03T14:18:17.644878+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26806,3,closed,ok,2026-09-03T14:18:17.803775+00:00,2026-09-03T14:18:18.107668+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26807,3,closed,ok,2026-09-03T14:18:18.816646+00:00,2026-09-03T14:18:19.170015+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26808,3,closed,ok,2026-09-03T14:18:19.828780+00:00,2026-09-03T14:18:20.184827+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26809,3,closed,ok,2026-09-03T14:18:20.840682+00:00,2026-09-03T14:18:21.134769+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26810,3,closed,ok,2026-09-03T14:18:22.123563+00:00,2026-09-03T14:18:22.504918+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26811,3,closed,ok,2026-09-03T14:18:22.863171+00:00,2026-09-03T14:18:23.190205+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26812,3,closed,ok,2026-09-03T14:18:23.875389+00:00,2026-09-03T14:18:24.074778+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26813,3,closed,ok,2026-09-03T14:18:24.888644+00:00,2026-09-03T14:18:25.059902+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26814,3,closed,ok,2026-09-03T14:18:25.900661+00:00,2026-09-03T14:18:26.085404+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26815,3,closed,ok,2026-09-03T14:18:27.217635+00:00,2026-09-03T14:18:27.574706+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26816,3,closed,ok,2026-09-03T14:18:27.926805+00:00,2026-09-03T14:18:28.270296+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26817,3,closed,ok,2026-09-03T14:18:28.935214+00:00,2026-09-03T14:18:29.314871+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26818,3,closed,ok,2026-09-03T14:18:29.951592+00:00,2026-09-03T14:18:30.314733+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26819,3,closed,ok,2026-09-03T14:18:30.960704+00:00,2026-09-03T14:18:31.144708+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26820,3,closed,ok,2026-09-03T14:18:32.433485+00:00,2026-09-03T14:18:32.811698+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26821,3,closed,ok,2026-09-03T14:18:32.983195+00:00,2026-09-03T14:18:33.320937+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26822,3,closed,ok,2026-09-03T14:18:33.995512+00:00,2026-09-03T14:18:34.184579+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26823,3,closed,ok,2026-09-03T14:18:35.009702+00:00,2026-09-03T14:18:35.159688+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26824,3,closed,ok,2026-09-03T14:18:36.024541+00:00,2026-09-03T14:18:36.189611+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26825,3,closed,ok,2026-09-03T14:18:37.221550+00:00,2026-09-03T14:18:37.399792+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26826,3,closed,ok,2026-09-03T14:18:38.043091+00:00,2026-09-03T14:18:38.330004+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26827,3,closed,ok,2026-09-03T14:18:39.055766+00:00,2026-09-03T14:18:39.414489+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26828,3,closed,ok,2026-09-03T14:18:40.070872+00:00,2026-09-03T14:18:40.364826+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26829,3,closed,ok,2026-09-03T14:18:41.081310+00:00,2026-09-03T14:18:41.314388+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26830,3,closed,ok,2026-09-03T14:18:42.217368+00:00,2026-09-03T14:18:42.379926+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26831,3,closed,ok,2026-09-03T14:18:43.103165+00:00,2026-09-03T14:18:43.434685+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26832,3,closed,ok,2026-09-03T14:18:44.120961+00:00,2026-09-03T14:18:44.394927+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26833,3,closed,ok,2026-09-03T14:18:45.127252+00:00,2026-09-03T14:18:45.304770+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26834,3,closed,ok,2026-09-03T14:18:46.139134+00:00,2026-09-03T14:18:46.299822+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26835,3,closed,ok,2026-09-03T14:18:47.587475+00:00,2026-09-03T14:18:47.894635+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26836,3,closed,ok,2026-09-03T14:18:48.166061+00:00,2026-09-03T14:18:48.529861+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26837,3,closed,ok,2026-09-03T14:18:49.175055+00:00,2026-09-03T14:18:49.500244+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 1, ""pir_seat"": -1}"
26838,3,closed,ok,2026-09-03T14:18:50.187160+00:00,2026-09-03T14:18:50.499620+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26839,3,closed,ok,2026-09-03T14:18:51.199215+00:00,2026-09-03T14:18:51.479980+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26840,3,closed,ok,2026-09-03T14:18:52.596416+00:00,2026-09-03T14:18:52.909437+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26841,3,closed,ok,2026-09-03T14:18:53.223498+00:00,2026-09-03T14:18:53.529629+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26842,3,closed,ok,2026-09-03T14:18:54.235865+00:00,2026-09-03T14:18:54.384537+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26843,3,closed,ok,2026-09-03T14:18:55.248707+00:00,2026-09-03T14:18:55.419796+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
26844,3,closed,ok,2026-09-03T14:18:56.260642+00:00,2026-09-03T14:18:56.434654+00:00,"{""door_main"": 0, ""door_sub"": 1, ""node"": ""occ_01"", ""pir_door"": 0, ""pir_seat"": -1}"
